id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
501246,Mumbai,07-05-2011,Ambati Rayudu,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,32,,Krishna Hariharan,Simon Taufel,0,0,0,0,Mumbai Indians
501247,Bangalore,08-05-2011,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,9,,Aleem Dar,Sanjay Hazare,0,0,0,0,Royal Challengers Bangalore
501248,Chandigarh,08-05-2011,Rahul Sharma,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,bat,Pune Warriors India,wickets,5,,Shavir Tarapore,Rod Tucker,0,0,0,0,Kings XI Punjab
501249,Jaipur,09-05-2011,Murali Vijay,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,63,,Krishna Hariharan,Simon Taufel,0,0,0,0,Rajasthan Royals
501250,Hyderabad,10-05-2011,Mitchell Marsh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,Pune Warriors India,wickets,6,,Asad Rauf,Amiesh Saheba,0,0,0,0,Deccan Chargers
501251,Chandigarh,10-05-2011,Bhargav Bhatt,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,76,,Shavir Tarapore,Rod Tucker,0,0,0,0,Kings XI Punjab
501252,Jaipur,11-05-2011,Sreenath Aravind,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9,,Kumar Dharmasena,Krishna Hariharan,0,0,0,0,Rajasthan Royals
501253,Chennai,12-05-2011,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,18,,Amiesh Saheba,Suresh Shastri,0,0,0,0,Chennai Super Kings
501254,Indore,13-05-2011,Dinesh Karthik,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Sudhir Asnani,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
501255,Bangalore,14-05-2011,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4,D/L,Rudi Koertzen,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
501256,Mumbai,14-05-2011,Amit Mishra,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,10,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Mumbai Indians
501257,Dharamsala,15-05-2011,Piyush Chawla,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,29,,Asad Rauf,Suresh Shastri,0,0,0,0,Kings XI Punjab
501258,Indore,15-05-2011,Brad Hodge,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8,,Paul Reiffel,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
501259,Mumbai,16-05-2011,Amit Mishra,Dr DY Patil Sports Academy,0,Pune Warriors India,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Pune Warriors India
501260,Dharamsala,17-05-2011,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Kings XI Punjab,runs,111,,Asad Rauf,Amiesh Saheba,0,0,0,0,Kings XI Punjab
501261,Chennai,18-05-2011,Wriddhiman Saha,MA Chidambaram Stadium,0,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,runs,11,,Kumar Dharmasena,Rudi Koertzen,0,0,0,0,Chennai Super Kings
501262,Mumbai,19-05-2011,Yusuf Pathan,Dr DY Patil Sports Academy,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,,Sundaram Ravi,Simon Taufel,0,0,0,0,Pune Warriors India
501263,Mumbai,20-05-2011,Shane Watson,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,10,,Rudi Koertzen,Paul Reiffel,0,0,0,0,Mumbai Indians
501264,Dharamsala,21-05-2011,Shikhar Dhawan,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Deccan Chargers,runs,82,,Asad Rauf,Amiesh Saheba,0,0,0,0,Kings XI Punjab
501265,Delhi,21-05-2011,,Arun Jaitley Stadium,0,Delhi Capitals,Pune Warriors India,Delhi Capitals,bat,no result,no result,no result,,Sanjay Hazare,Rod Tucker,0,0,0,0,Delhi Capitals
501266,Bangalore,22-05-2011,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,,Krishna Hariharan,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
501267,Kolkata,22-05-2011,James Franklin,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,,Shavir Tarapore,Simon Taufel,0,0,0,0,Kolkata Knight Riders
501268,Mumbai,24-05-2011,Suresh Raina,Wankhede Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,,Asad Rauf,Simon Taufel,1,0,1,0,
501269,Mumbai,25-05-2011,Munaf Patel,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4,,Asad Rauf,Simon Taufel,1,1,0,0,Mumbai Indians
501270,Chennai,27-05-2011,Chris Gayle,MA Chidambaram Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,43,,Asad Rauf,Simon Taufel,1,0,1,0,
501271,Chennai,28-05-2011,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,58,,Asad Rauf,Simon Taufel,1,0,0,1,Chennai Super Kings
548306,Chennai,04-04-2012,Richard Levi,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,,Johan Cloete,Simon Taufel,0,0,0,0,Chennai Super Kings
548307,Kolkata,05-04-2012,Irfan Pathan,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8,,Sudhir Asnani,Kumar Dharmasena,0,0,0,0,Kolkata Knight Riders
548308,Mumbai,06-04-2012,Steve Smith,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Mumbai Indians,field,Pune Warriors India,runs,28,,Anil Chaudhary,Simon Taufel,0,0,0,0,Mumbai Indians
548309,Jaipur,06-04-2012,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31,,Billy Bowden,Shavir Tarapore,0,0,0,0,Rajasthan Royals
548310,Bangalore,07-04-2012,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,20,,Sudhir Asnani,Sundaram Ravi,0,0,0,0,Royal Challengers Bangalore
548311,Visakhapatnam,07-04-2012,Ravindra Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Chennai Super Kings,runs,74,,Johan Cloete,Kumar Dharmasena,0,0,0,0,Deccan Chargers
548312,Jaipur,08-04-2012,Brad Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,22,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Rajasthan Royals
548313,Pune,08-04-2012,Marlon Samuels,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,Pune Warriors India,runs,22,,Subrat Das,Simon Taufel,0,0,0,0,Pune Warriors India
548314,Visakhapatnam,09-04-2012,Rohit Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,wickets,5,,Anil Chaudhary,Johan Cloete,0,0,0,0,Deccan Chargers
548315,Bangalore,10-04-2012,Lakshmipathy Balaji,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,42,,Sundaram Ravi,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
548316,Delhi,10-04-2012,Morne Morkel,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,wickets,8,,Asad Rauf,Shavir Tarapore,0,0,0,0,Delhi Capitals
548317,Mumbai,11-04-2012,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,27,,Aleem Dar,Bruce Oxenford,0,0,0,0,Mumbai Indians
548318,Chennai,12-04-2012,Faf du Plessis,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5,,Kumar Dharmasena,Rod Tucker,0,0,0,0,Chennai Super Kings
548319,Chandigarh,12-04-2012,Dimitri Mascarenhas,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Vineet Kulkarni,Shavir Tarapore,0,0,0,0,Kings XI Punjab
548320,Kolkata,13-04-2012,Shakib Al Hasan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,5,,Asad Rauf,Sudhir Asnani,0,0,0,0,Kolkata Knight Riders
548321,Delhi,19-04-2012,Kevin Pietersen,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Delhi Capitals,wickets,5,,Billy Bowden,Shavir Tarapore,0,0,0,0,Delhi Capitals
548322,Pune,14-04-2012,Jesse Ryder,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Chennai Super Kings,Chennai Super Kings,bat,Pune Warriors India,wickets,7,,Aleem Dar,Bruce Oxenford,0,0,0,0,Pune Warriors India
548323,Kolkata,15-04-2012,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,2,,Asad Rauf,Sudhir Asnani,0,0,0,0,Kolkata Knight Riders
548324,Bangalore,15-04-2012,Ajinkya Rahane,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59,,Johan Cloete,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
548325,Mumbai,16-04-2012,Shahbaz Nadeem,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,,Billy Bowden,Shavir Tarapore,0,0,0,0,Mumbai Indians
548326,Jaipur,17-04-2012,Brad Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,5,,Aleem Dar,Bruce Oxenford,0,0,0,0,Rajasthan Royals
548327,Bangalore,17-04-2012,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,bat,Royal Challengers Bangalore,wickets,6,,Sudhir Asnani,Subrat Das,0,0,0,0,Royal Challengers Bangalore
548328,Chandigarh,18-04-2012,Gautam Gambhir,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8,,Johan Cloete,Rod Tucker,0,0,0,0,Kings XI Punjab
548329,Hyderabad,10-05-2012,David Warner,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9,,Johan Cloete,Simon Taufel,0,0,0,0,Deccan Chargers
548330,Chennai,19-04-2012,Nuwan Kulasekara,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,Chennai Super Kings,runs,13,,Asad Rauf,Subrat Das,0,0,0,0,Chennai Super Kings
548331,Chandigarh,20-04-2012,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5,,Sundaram Ravi,Rod Tucker,0,0,0,0,Kings XI Punjab
548332,Chennai,21-04-2012,Faf du Plessis,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7,,Aleem Dar,Bruce Oxenford,0,0,0,0,Chennai Super Kings
548333,Delhi,21-04-2012,Sourav Ganguly,Arun Jaitley Stadium,0,Delhi Capitals,Pune Warriors India,Delhi Capitals,field,Pune Warriors India,runs,20,,Asad Rauf,Subrat Das,0,0,0,0,Delhi Capitals
548334,Mumbai,22-04-2012,Shaun Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6,,Sundaram Ravi,Rod Tucker,0,0,0,0,Mumbai Indians
548335,Cuttack,22-04-2012,Brett Lee,Barabati Stadium,0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5,,Billy Bowden,Shavir Tarapore,0,0,0,0,Deccan Chargers
548336,Jaipur,23-04-2012,AB de Villiers,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,runs,46,,Asad Rauf,Sudhir Asnani,0,0,0,0,Rajasthan Royals
548337,Pune,24-04-2012,Virender Sehwag,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Delhi Capitals,Pune Warriors India,bat,Delhi Capitals,wickets,8,,Sundaram Ravi,Rod Tucker,0,0,0,0,Pune Warriors India
548339,Chandigarh,25-04-2012,Ambati Rayudu,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4,,Aleem Dar,Bruce Oxenford,0,0,0,0,Kings XI Punjab
548341,Pune,26-04-2012,Cameron White,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18,,Sundaram Ravi,Rod Tucker,0,0,0,0,Pune Warriors India
548342,Delhi,27-04-2012,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37,,Aleem Dar,Bruce Oxenford,0,0,0,0,Delhi Capitals
548343,Chennai,28-04-2012,Mandeep Singh,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7,,Billy Bowden,Shavir Tarapore,0,0,0,0,Chennai Super Kings
548344,Kolkata,28-04-2012,Gautam Gambhir,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47,,Asad Rauf,Billy Doctrove,0,0,0,0,Kolkata Knight Riders
548345,Delhi,29-04-2012,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,1,,Sundaram Ravi,Rod Tucker,0,0,0,0,Delhi Capitals
548346,Mumbai,29-04-2012,Dale Steyn,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians,wickets,5,,Anil Chaudhary,Bruce Oxenford,0,0,0,0,Mumbai Indians
548347,Chennai,30-04-2012,Gautam Gambhir,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5,,Billy Bowden,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
548348,Cuttack,01-05-2012,Kumar Sangakkara,Barabati Stadium,0,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,Deccan Chargers,runs,13,,Aleem Dar,Anil Chaudhary,0,0,0,0,Deccan Chargers
548349,Jaipur,01-05-2012,Pawan Negi,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,wickets,6,,Johan Cloete,Simon Taufel,0,0,0,0,Rajasthan Royals
548350,Bangalore,02-05-2012,Azhar Mahmood,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4,,Billy Bowden,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
548351,Pune,03-05-2012,Lasith Malinga,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1,,Asad Rauf,Sudhir Asnani,0,0,0,0,Pune Warriors India
548352,Chennai,04-05-2012,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,10,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Chennai Super Kings
548353,Kolkata,05-05-2012,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7,,Billy Bowden,Shavir Tarapore,0,0,0,0,Kolkata Knight Riders
548354,Chandigarh,05-05-2012,Shane Watson,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43,,Johan Cloete,Simon Taufel,0,0,0,0,Kings XI Punjab
548355,Mumbai,06-05-2012,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
548356,Bangalore,06-05-2012,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Royal Challengers Bangalore
548357,Delhi,07-05-2012,Jacques Kallis,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,6,,Johan Cloete,Sundaram Ravi,0,0,0,0,Delhi Capitals
548358,Pune,08-05-2012,Shane Watson,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Rajasthan Royals,Pune Warriors India,bat,Rajasthan Royals,wickets,7,,Asad Rauf,Billy Doctrove,0,0,0,0,Pune Warriors India
548359,Hyderabad,08-05-2012,Mandeep Singh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Deccan Chargers
548360,Mumbai,09-05-2012,Chris Gayle,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Mumbai Indians
548361,Jaipur,10-05-2012,Benjamin Hilfenhaus,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
548362,Pune,11-05-2012,Chris Gayle,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,field,Royal Challengers Bangalore,runs,35,,Billy Bowden,Shavir Tarapore,0,0,0,0,Pune Warriors India
548363,Kolkata,12-05-2012,Rohit Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27,,Sundaram Ravi,Simon Taufel,0,0,0,0,Kolkata Knight Riders
548364,Chennai,12-05-2012,Benjamin Hilfenhaus,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,wickets,9,,Subrat Das,Billy Doctrove,0,0,0,0,Chennai Super Kings
548365,Jaipur,13-05-2012,Ajit Chandila,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,bat,Rajasthan Royals,runs,45,,Billy Bowden,Shavir Tarapore,0,0,0,0,Rajasthan Royals
548366,Chandigarh,13-05-2012,David Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab,wickets,4,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Kings XI Punjab
548367,Bangalore,14-05-2012,Ambati Rayudu,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,,Subrat Das,Billy Doctrove,0,0,0,0,Royal Challengers Bangalore
548368,Kolkata,14-05-2012,Michael Hussey,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,,Johan Cloete,Simon Taufel,0,0,0,0,Kolkata Knight Riders
548369,Delhi,15-05-2012,Umesh Yadav,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,bat,Delhi Capitals,wickets,5,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Delhi Capitals
548370,Mumbai,16-05-2012,Sunil Narine,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32,,Subrat Das,Billy Doctrove,0,0,0,0,Mumbai Indians
548371,Dharamsala,17-05-2012,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Vineet Kulkarni,Shavir Tarapore,0,0,0,0,Kings XI Punjab
548372,Delhi,17-05-2012,Chris Gayle,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,runs,21,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
548373,Hyderabad,18-05-2012,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers,wickets,5,,Sundaram Ravi,Simon Taufel,0,0,0,0,Deccan Chargers
548374,Dharamsala,19-05-2012,Umesh Yadav,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
548375,Pune,19-05-2012,Shakib Al Hasan,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34,,Sudhir Asnani,Billy Doctrove,0,0,0,0,Pune Warriors India
548376,Hyderabad,20-05-2012,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,9,,Sundaram Ravi,Simon Taufel,0,0,0,0,Deccan Chargers
548377,Jaipur,20-05-2012,Dwayne Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
548378,Pune,22-05-2012,Yusuf Pathan,Maharashtra Cricket Association Stadium,1,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18,,Billy Doctrove,Simon Taufel,1,0,1,0,
548379,Bangalore,23-05-2012,Mahendra Singh Dhoni,M.Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38,,Billy Bowden,Kumar Dharmasena,1,1,0,0,
548380,Chennai,25-05-2012,Murali Vijay,MA Chidambaram Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,runs,86,,Billy Doctrove,Simon Taufel,1,0,1,0,Chennai Super Kings
548381,Chennai,27-05-2012,Manvinder Bisla,MA Chidambaram Stadium,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5,,Billy Bowden,Simon Taufel,1,0,0,1,Chennai Super Kings
597998,Kolkata,03-04-2013,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,,Sundaram Ravi,Simon Taufel,0,0,0,0,Kolkata Knight Riders
597999,Bangalore,04-04-2013,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2,,Vineet Kulkarni,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598000,Hyderabad,05-04-2013,Amit Mishra,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,Sunrisers Hyderabad,runs,22,,Sundaram Ravi,Simon Taufel,0,0,0,0,Sunrisers Hyderabad
598001,Delhi,06-04-2013,Rahul Dravid,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5,,Subrat Das,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
598002,Chennai,06-04-2013,Kieron Pollard,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
598003,Pune,07-04-2013,Manan Vohra,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,Kings XI Punjab,wickets,8,,Sudhir Asnani,Simon Taufel,0,0,0,0,Pune Warriors India
598004,Hyderabad,07-04-2013,Hanuma Vihari,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,tie,,,Anil Chaudhary,Sundaram Ravi,0,0,0,0,Sunrisers Hyderabad
598005,Jaipur,08-04-2013,Siddharth Trivedi,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19,,Aleem Dar,Subrat Das,0,0,0,0,Rajasthan Royals
598006,Mumbai,09-04-2013,Dinesh Karthik,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,44,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Mumbai Indians
